id	filename	md5	size	state
464ea777-62fe-4191-bfec-818e6bb0234b	d370b7a3-a534-4190-a6d0-79276273093c.htseq.counts.gz	827f6309269af30acdfd36a3e4f7a9bf	254933	released
04bdcd2b-6dde-4c5a-a0cc-31941f3fe3dd	027ec9be-7e41-44df-8f61-1e5698303eac.htseq.counts.gz	ba24be97b209b47cb29b88e987ae838e	254024	released
d2057d64-3c06-4f7b-aba3-22c43aedf3a2	12d2b9fa-1921-4033-bdb9-7e114c0d7812.htseq.counts.gz	094d8ba54107fb6e5fed8dcc225d302b	257475	released
6380bf37-1357-4a37-8bd5-59d3483469bb	2133df71-b9a1-4b99-8eb7-0b7f9a1b5cc2.htseq.counts.gz	a1bb29a71921b5ede9dd53464d635bf9	256428	released
c8c88de8-cf0a-4cef-ae97-6638b2fd0290	4c8648f5-26ca-4550-b51b-bd2228b1e8e0.htseq.counts.gz	7e41939d45c399a4d65edf24a4ba93ec	256187	released
5ff00368-bf50-4d62-9204-d2b801eea88d	90af0faf-3e8c-4741-bf49-f87a5b21d54c.htseq.counts.gz	480a90715ab8d6ec159332519f648478	252741	released
782c15f6-580e-42be-91f3-f6458a17d6b0	e750282f-7315-46bb-9911-5bdac74fb1eb.htseq.counts.gz	1fad8eb7781ef0e1d64228a77804f00e	252889	released
c8afdbba-ec32-4289-8893-6be495151e67	7b3fca6d-8886-46b4-99fa-cc87e6790c9f.htseq.counts.gz	a74964218d9da0a5f2553f5d0c3a2bae	255626	released
68874228-d3cf-42a4-834b-5146bc7fd5e7	5238d39b-b3f9-4beb-a24d-c1f712fb520a.htseq.counts.gz	6fcc02b06015e2d5b169e6dd634ea82b	257628	released
e8c06e17-fe52-4bc0-b307-b096d27a1de8	0c37e843-b21b-4d00-b91d-c9d7865200c2.htseq.counts.gz	ce1f737cdc81d1b0cd959351ca9e628d	251710	released
f83ee62e-a824-4951-9a7a-4f51500f5e56	524d2e99-0526-426f-873d-ea65e27b18a0.htseq.counts.gz	0e602a6db97c2f94504f43904a88f76d	256861	released
ab596078-5b5c-4193-95fb-519ee8aa7f6e	b8ab62ef-0259-4df2-95b6-843a150d11ca.htseq.counts.gz	b0888cd262e88302b745a0c6c9bc4176	252669	released
cc603c13-476f-4234-98a1-b26c865ce959	05582ed0-da34-418a-b96e-fb4505e9ee03.htseq.counts.gz	71d3aa9244ea9973ef3c35337f62b16b	250679	released
20237856-9aa7-48da-aabd-3416f837c3aa	d2bcb67d-17a5-476b-b35f-cf64f0eea72f.htseq.counts.gz	24528edb57e84c96ca9d2e9258f28399	251756	released
dc02de08-0bd3-479b-8db7-bf5735d3b320	b580063a-0bcc-4816-b8ec-310890b995a5.htseq.counts.gz	0568d1470f72ba691eb2f0d7cfc34adb	256386	released
831ca509-b561-4bf0-a536-2749afe66422	ef9244df-399a-4646-b777-a25766835c8d.htseq.counts.gz	0fe440151f85d5fa080d414a9521f6e2	248778	released
c423ff61-3ad3-487d-ba7e-bf8ebb299418	9bc59130-b619-4ac7-a87e-7342786311d0.htseq.counts.gz	0a0dc561bafc29feb0aded7c6aeb20ea	253469	released
4f222653-52ea-4adc-975d-b181a2889525	562cb51b-fef8-4d61-9067-9177a2249c45.htseq.counts.gz	03939429ead3931f62e94eb64e0e9867	250596	released
f781ad0d-2b09-46e1-b71f-79e33e9bdd7c	be006f64-936c-416c-9e49-c7a861e55522.htseq.counts.gz	5b7c7b30d8aeca30af3bc2bb9b17ea09	247301	released
0efdd168-bc53-456b-99be-0d32d487e63d	3be615b7-aa41-47c4-852d-a5423cd03188.htseq.counts.gz	ece3be0c9339a9371fcb1febe1d8c4ec	250576	released
6f42c71f-4f7f-4465-a98e-a3e0eaeb7950	e657cd5a-217e-45df-8203-a3f8c4907f4a.htseq.counts.gz	0dddce0d1ca341188cf795f5d4fdb5f8	249543	released
c6d6fa71-848e-4bda-8b11-2f1c1cd5e46d	f4a1e772-2a5e-4c0a-803a-1bdb2b376a47.htseq.counts.gz	3d4387d5c1bc744cba9201423ec0a1f4	251390	released
a89f3d00-8976-407d-ac6f-eec54f8d4510	5061303f-9743-4495-a9ea-a5c579992525.htseq.counts.gz	78d5facb35b2ab18aaf5066fd73d64ee	262824	released
