"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"SYMBOL"
"NKX3-1"	344.940824674475	-0.316540414030223	0.113208460820372	-2.7960844245774	0.00517258864294052	0.00836631866869155	"NKX3-1"
"FLI1"	915.394928101551	-1.48597623254719	0.0840769563169987	-17.6740012678927	6.65077866653265e-70	1.17705612538882e-67	"FLI1"
"SPIB"	429.239152260696	-2.17433841065758	0.188223797263606	-11.5518783611215	7.22244419835603e-31	1.24135759659244e-29	"SPIB"
"GATA6"	502.975163096378	-1.40336123589844	0.110370907119222	-12.7149560742717	4.88383892620123e-37	1.15169684440431e-35	"GATA6"
"IRF6"	16789.1644108266	0.593559214780321	0.0911581826238421	6.51131031461654	7.44980612670512e-11	3.02648373897395e-10	"IRF6"
"BTBD11"	1365.69731888077	1.21809977043939	0.127587821560477	9.54714764733253	1.33316217271851e-21	1.33130021437672e-20	"BTBD11"
"TP63"	27051.7805474035	1.18369032078108	0.14233124666433	8.31644736150352	9.06392208081167e-17	6.34368078287035e-16	"TP63"
"TBX4"	390.468349878652	-1.30380115420015	0.141589996229873	-9.20828581761813	3.31374338597442e-20	2.99006375690524e-19	"TBX4"
"BCL6B"	555.790311746557	-1.25826839542109	0.088387720140086	-14.2357829054405	5.49441294801338e-46	2.07637698616785e-44	"BCL6B"
"GRHL3"	1643.28071998645	1.1584859823429	0.144091500504733	8.03993280856176	8.98877469257043e-16	5.7651362622783e-15	"GRHL3"
"MEF2C"	925.530817380767	-1.46967061580792	0.0780636060124189	-18.826578618135	4.57372700988236e-79	1.85807659776471e-76	"MEF2C"
"TBX21"	79.6412567156807	-1.47109594872035	0.105711108339037	-13.9161907564364	5.05116308692173e-44	1.71327400718645e-42	"TBX21"
"ARNT2"	1456.51238744143	-0.429167636912724	0.128046298029622	-3.35165985676089	0.000803286476244856	0.00146234298430358	"ARNT2"
"NFIX"	4229.8640409532	-0.486402478348385	0.0902431790524855	-5.38990850561119	7.04935642004879e-08	2.10257376953733e-07	"NFIX"
"KLF6"	8214.68388324922	-1.00020302382914	0.0833783810386077	-11.9959516048412	3.73104249952529e-33	7.17122415903382e-32	"KLF6"
"TFEC"	422.916025853401	-1.46894055868564	0.108439783082799	-13.5461406960214	8.35065233373293e-42	2.52141740651142e-40	"TFEC"
"HOXA10"	444.40791017293	0.871598822919114	0.133650838891467	6.52146166943933	6.9625515778453e-11	2.83691838281251e-10	"HOXA10"
"ZNF423"	239.700398466427	-0.696131742023241	0.125940595516732	-5.52746109518559	3.24898244455803e-08	1.00233968236926e-07	"ZNF423"
"POU6F2"	320.868269689034	0.634589078476959	0.154814778807435	4.09902131673287	4.1490082583399e-05	8.98842838659868e-05	"POU6F2"
"GATA2"	612.925806602099	-0.715452238963836	0.123232643972707	-5.80570387763725	6.40961572882285e-09	2.1435337914445e-08	"GATA2"
"SOX2"	10541.552814375	1.5326141329073	0.16268322274016	9.42084934815447	4.47453689580266e-21	4.30707307552356e-20	"SOX2"
"SHOX2"	457.989338835614	0.87732772505159	0.145372008016349	6.03505266951338	1.58910847943294e-09	5.6867495635363e-09	"SHOX2"
"ZIC5"	254.314856741081	1.10718087862812	0.170097892174951	6.50908053281076	7.56121809438471e-11	3.06825819380537e-10	"ZIC5"
"GLIS1"	54.0305498767545	0.272978257079416	0.155723959055849	1.75296247754346	0.0796084480347633	0.105345055420595	"GLIS1"
