"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"ENSG00000006047",204.686627619892,-2.46334268739042,0.517840255755371,-4.75695479448031,1.96535158315326e-06,4.31454896315429e-05,"YBX2"
"ENSG00000007402",4597.47311367306,2.04594257364306,0.457407450140813,4.47291047186314,7.71620894348954e-06,0.000130354834658818,"CACNA2D2"
"ENSG00000010319",851.491382774807,2.5693354530411,0.284294519144574,9.03758349183827,1.60173366336984e-19,4.74887335628101e-16,"SEMA3G"
"ENSG00000011426",1685.95307241052,-2.07270034019344,0.331435853062441,-6.25369983676132,4.00841080202155e-10,3.46143785228939e-08,"ANLN"
"ENSG00000019169",5373.74179455421,2.35653871242033,0.446829448132001,5.2739109346351,1.33546737665403e-07,4.55981365898243e-06,"MARCO"
"ENSG00000019186",3571.24236040728,-2.67260526825662,0.592846051003456,-4.50809322881202,6.5412834060688e-06,0.000114081265206429,"CYP24A1"
"ENSG00000022267",3508.12738984346,2.10955521227116,0.311857361822829,6.76448745651107,1.33781949118604e-11,2.10605937422199e-09,"FHL1"
"ENSG00000023839",849.955025468234,-4.3333545135878,0.6781017932059,-6.39041889728791,1.65431929605095e-10,1.69130379065807e-08,"ABCC2"
"ENSG00000024526",387.608356644958,-2.06453196416114,0.322541381132153,-6.40082818804343,1.54536393956823e-10,1.59828366982437e-08,"DEPDC1"
"ENSG00000035499",282.515024519868,-2.0518593450574,0.334328930531284,-6.13724735635884,8.39635981973753e-10,6.3289341031064e-08,"DEPDC1B"
"ENSG00000043591",300.172327288546,2.42995048215448,0.401251488210496,6.05592889634275,1.39609663842253e-09,9.93406524035933e-08,"ADRB1"
"ENSG00000047457",15880.7258886853,-2.51633805968614,0.36830186682383,-6.83227071691651,8.35809289337118e-12,1.40266145736019e-09,"CP"
"ENSG00000057294",765.572722748296,-2.41899768421967,0.384770780782692,-6.28685390116943,3.23963986785671e-10,2.970246680161e-08,"PKP2"
"ENSG00000058335",1221.59360574378,2.69792057866088,0.414836368066793,6.5035777630434,7.84318476849849e-11,9.17910617413287e-09,"RASGRF1"
"ENSG00000060718",2511.83607485189,-3.55407712202825,0.569540053329303,-6.24025843529799,4.36848540830438e-10,3.71822903963285e-08,"COL11A1"
"ENSG00000064655",722.4184075541,-2.31508534164346,0.451125361878272,-5.13180046451954,2.86983646402934e-07,8.69702229277989e-06,"EYA2"
