"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"ENSG00000122679",1489.36822439569,-2.11787197383584,0.285875857406794,-7.40836247260348,1.27868419035938e-13,1.89554275519191e-10,"RAMP3"
"ENSG00000122852",236075.173943432,-2.15215705623203,0.524996181174025,-4.09937659245304,4.1426448951162e-05,0.000573529159746769,"SFTPA1"
"ENSG00000124882",1478.4933385433,2.35387669517631,0.65255001218904,3.6071973813624,0.000309522205117044,0.00270303903133387,"EREG"
"ENSG00000126861",257.523033643035,-2.10133055647022,0.375558700465432,-5.59521202375564,2.20352315770711e-08,1.50465706287513e-06,"OMG"
"ENSG00000131746",1099.67484270653,2.42559361222302,0.463430663601956,5.23399464629813,1.65885259030852e-07,7.53804157352586e-06,"TNS4"
"ENSG00000131910",169.744113209797,-2.30712307242581,0.474535326718063,-4.86185736345937,1.16289408323403e-06,3.58522059733971e-05,"NR0B2"
"ENSG00000133800",671.624909272656,-2.09300177043568,0.341052579529462,-6.13688884371821,8.41532236974022e-10,1.15098817699828e-07,"LYVE1"
"ENSG00000134917",616.549251180945,-2.29712118467558,0.382240608150857,-6.00962099706838,1.85957534369143e-09,2.05465750241782e-07,"ADAMTS8"
"ENSG00000135218",2384.18287427082,-2.33387451016919,0.322659507165174,-7.23324265469248,4.71595657544202e-13,3.49550631335575e-10,"CD36"
"ENSG00000135253",288.318753121068,2.21772147551426,0.397975919262082,5.57250167202656,2.51107080992955e-08,1.67301268306505e-06,"KCP"
"ENSG00000136160",1818.58835986125,-2.20652193926851,0.342859820914958,-6.43563872074649,1.22955174994925e-10,2.54331349765665e-08,"EDNRB"
"ENSG00000137441",59.0481575534347,-2.45857709602455,0.348118582691717,-7.06247014168096,1.635684705794e-12,8.66211666084743e-10,"FGFBP2"
"ENSG00000140279",1549.87181394911,-3.09708371075187,0.559996774289515,-5.53053848333543,3.19249248256439e-08,2.0355286298329e-06,"DUOX2"
"ENSG00000141469",208.500926367563,-2.30959733204907,0.328226432465981,-7.03659761554532,1.96990663130718e-12,1.00121911612353e-09,"SLC14A1"
"ENSG00000141527",490.876066214135,2.28879050569942,0.383847549449816,5.96275919692607,2.48013789333063e-09,2.58006859558238e-07,"CARD14"
"ENSG00000142748",1566.30121270869,-3.08760155008196,0.435734736689809,-7.08596604791682,1.38077662902338e-12,7.67582357928026e-10,"FCN3"
"ENSG00000144891",141.298262967525,-2.17204873993196,0.36270089149258,-5.98853984337778,2.11733273374725e-09,2.26898987955602e-07,"AGTR1"
"ENSG00000147614",377.13369610819,-2.07015871630017,0.40282249346532,-5.13913386139743,2.76007730612762e-07,1.13243940865019e-05,"ATP6V0D2"
"ENSG00000147655",141.679959114764,-2.46086720190563,0.435407129713463,-5.65187621875898,1.58705867233189e-08,1.1812630427662e-06,"RSPO2"
"ENSG00000147689",5184.42908493087,2.13968285343652,0.413540225456237,5.17406221142315,2.29058501213468e-07,9.86615418422854e-06,"FAM83A"
"ENSG00000148488",110.25580208002,-2.0071816515787,0.390337474942822,-5.14216999500937,2.71583206553148e-07,1.11833186605879e-05,"ST8SIA6"
"ENSG00000148677",389.835918968147,-2.93770255673065,0.567749326735217,-5.17429509537881,2.28773014017589e-07,9.86615418422854e-06,"ANKRD1"
"ENSG00000150625",335.829594257197,-2.99744952534718,0.479785501975324,-6.24747832730747,4.17132140363961e-10,6.93491929433131e-08,"GPM6A"
"ENSG00000154764",202.879674727369,-2.19209290588806,0.489192559255783,-4.48104302572168,7.42791336128433e-06,0.000152425850226413,"WNT7A"
"ENSG00000155511",215.39013354723,-3.04294710281993,0.462431083060451,-6.58032561886014,4.6941909055436e-11,1.22224638676192e-08,"GRIA1"
"ENSG00000156076",3038.69555445065,-2.49253274136562,0.617218874994998,-4.03832877175997,5.3833367545795e-05,0.000699519193040284,"WIF1"
"ENSG00000159708",322.322586470423,-2.32574374470875,0.389909044776871,-5.96483660962438,2.44878955666064e-09,2.5624422013786e-07,"LRRC36"
"ENSG00000159713",3130.70406146223,-2.07497318235172,0.33625437429238,-6.1708436855828,6.79265515903654e-10,9.82394655480496e-08,"TPPP3"
"ENSG00000162631",152.368936953313,-2.56091519497061,0.411607967815652,-6.22173377391367,4.91690847989896e-10,7.87989954494798e-08,"NTNG1"
"ENSG00000163492",116.854379909372,-2.51980077080596,0.344623684401355,-7.31174578202047,2.63693649311249e-13,2.73610206830182e-10,"CCDC141"
"ENSG00000163687",339.276606187921,-2.5151838729336,0.419482817341988,-5.99591632589582,2.02341193925003e-09,2.20824999922201e-07,"DNASE1L3"
"ENSG00000163815",1169.91002071016,-2.63779147735827,0.35963225484604,-7.3346910401224,2.22233556664082e-13,2.63554182633158e-10,"CLEC3B"
"ENSG00000165197",623.470395741094,-2.83152895242849,0.457542131594155,-6.18856441168151,6.07145986325863e-10,9.24988729298421e-08,"FIGF"
"ENSG00000165810",710.708265130919,-2.16152609271342,0.411528097069129,-5.25243867455864,1.50098448136645e-07,6.9353280361111e-06,"BTNL9"
"ENSG00000166532",2760.35784535139,2.39889459868073,0.344064160044148,6.97223040718024,3.11955079677389e-12,1.38734222809527e-09,"RIMKLB"
"ENSG00000167434",525.229613502681,-3.49327253022509,0.55478112439996,-6.29666795892406,3.04111736732114e-10,5.30376831836038e-08,"CA4"
"ENSG00000168243",239.463674829488,2.14610609304661,0.491468173694364,4.3667244552467,1.26123672178337e-05,0.000231654907095721,"GNG4"
"ENSG00000168309",1387.99307941612,-2.54674411237648,0.418726313069224,-6.08212102485054,1.18602986488784e-09,1.48579473707674e-07,"FAM107A"
"ENSG00000168484",177338.03379904,-3.02401608804412,0.705483372223952,-4.28644558767029,1.81554645797454e-05,0.000304077633073824,"SFTPC"
"ENSG00000168497",3948.70420496253,-2.03349156031377,0.336796314563805,-6.03774884813515,1.5627904666138e-09,1.78208202632006e-07,"SDPR"
"ENSG00000168952",481.841458416677,-2.33483183585545,0.354899426932914,-6.57885490555272,4.7408511263462e-11,1.22224638676192e-08,"STXBP6"
"ENSG00000170323",722.713166185172,-2.83731312899337,0.469358383655872,-6.04508884425011,1.4932769201545e-09,1.73400670363361e-07,"FABP4"
"ENSG00000171509",118.831592927387,-2.04491205974099,0.332982617852075,-6.14119761845775,8.19016138334227e-10,1.12941690580059e-07,"RXFP1"
"ENSG00000171560",19030.4909695318,3.87594975165577,0.755057810421966,5.13331522190292,2.84682512726212e-07,1.15358023209262e-05,"FGA"
"ENSG00000171885",8986.89117393785,-2.03505305241339,0.489442892707755,-4.15789683073101,3.21191012245536e-05,0.000474951530909047,"AQP4"
"ENSG00000172572",1042.45942566926,2.13062356490188,0.359184385862262,5.93183793272939,2.99562243034826e-09,3.02779133031053e-07,"PDE3A"
"ENSG00000173114",210.113917106026,-2.18356864495098,0.345462856922134,-6.32070453074251,2.60373454615389e-10,4.72630957566648e-08,"LRRN3"
"ENSG00000178445",413.199842145684,2.05406699923121,0.522123979566246,3.93405987776625,8.35229616326033e-05,0.000971739675920458,"GLDC"
"ENSG00000181143",2668.30219324234,2.09528030985972,0.537196435151913,3.90039876058969,9.60343792237386e-05,0.00108467020445148,"MUC16"
"ENSG00000182010",2248.42450510639,-2.53416204236023,0.429905802911025,-5.89469140728186,3.75382241977043e-09,3.70981927918312e-07,"RTKN2"
"ENSG00000183019",1068.20710772768,-2.51431965460334,0.442679585736695,-5.67977321660107,1.34873448352559e-08,1.03864232586306e-06,"C19orf59"
"ENSG00000185303",306144.499108481,-2.03074422356249,0.510258342676507,-3.97983541613535,6.89629959193796e-05,0.000842921659606158,"SFTPA2"
