"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"ENSG00000047936",1480.30820415272,2.52602514833283,0.244770492164577,10.3199741357483,5.7238574631913e-25,9.1679168597262e-24,"ROS1"
"ENSG00000048540",1061.31216798889,2.59978878043258,0.254958002146302,10.1969295277924,2.04639931871027e-24,3.11049216173011e-23,"LMO3"
"ENSG00000048740",1860.03537459285,2.04284421248392,0.137906379860498,14.8132683531421,1.20248331972336e-49,1.08012006733945e-47,"CELF2"
"ENSG00000058335",478.275258742493,3.2107524604165,0.232539603758851,13.8073360774542,2.30187605837937e-43,1.474768263209e-41,"RASGRF1"
"ENSG00000064042",3002.35577382652,2.41994079785753,0.172106857130153,14.0606878668843,6.62392241675392e-45,4.62510207810454e-43,"LIMCH1"
"ENSG00000064205",450.757729214106,2.57268997938667,0.186213532279755,13.8158056930128,2.04651595522146e-43,1.31588031293466e-41,"WISP2"
"ENSG00000064218",183.284031858287,-2.56107705356116,0.27650424929359,-9.26234247793361,1.99995525676364e-20,2.07602788702962e-19,"DMRT3"
"ENSG00000064886",721.115031545203,2.66133068328112,0.233919928264098,11.3771011432444,5.4377300460321e-30,1.37287322842971e-28,"CHI3L2"
"ENSG00000066056",1057.82387458435,2.08805743383448,0.117576068898446,17.7592043465749,1.46293658230488e-70,3.39610278035061e-68,"TIE1"
"ENSG00000066405",3020.47682367063,5.48325117991577,0.29091740721988,18.8481371132647,3.04373454422965e-79,1.04628374957894e-76,"CLDN18"
"ENSG00000069011",5161.87556750209,-2.48423339409357,0.207999127205349,-11.943479895668,7.02225000068047e-33,2.17921386739867e-31,"PITX1"
"ENSG00000069122",3228.53694078091,3.18606041401154,0.148266544263446,21.4887345613884,1.98446386558475e-102,2.95602429977728e-99,"GPR116"
"ENSG00000072163",917.48489717637,2.16073590895795,0.129144659152072,16.7311286672228,7.77508454588323e-63,1.2988751052118e-60,"LIMS2"
"ENSG00000077943",547.53927905011,2.70912869218678,0.162258595006669,16.6963647877971,1.39297150863639e-62,2.30549682563662e-60,"ITGA8"
"ENSG00000078081",6703.96192095403,2.18786932776564,0.176133124778306,12.4216800815829,1.9933096041605e-35,7.61333529366858e-34,"LAMP3"
"ENSG00000079308",8739.63116806063,2.24544819283356,0.123588395052956,18.1687624624579,9.12328837769645e-74,2.36346057610615e-71,"TNS1"
"ENSG00000080293",256.740181840528,2.38342464539297,0.240059597208022,9.92847056778001,3.1301974560444e-23,4.26140742778322e-22,"SCTR"
"ENSG00000080493",443.337360591531,2.27343293501802,0.221367028934039,10.269970853227,9.6233730982594e-25,1.51157991328108e-23,"SLC4A4"
"ENSG00000081041",1632.76390770276,3.47561611490112,0.218871349986734,15.8797216497809,8.75661226707194e-57,1.11803174481365e-54,"CXCL2"
"ENSG00000081052",588.521083073145,2.15041501073093,0.199997357412591,10.7522171220226,5.78539955492992e-27,1.12651434688859e-25,"COL4A4"
"ENSG00000081479",423.108111418863,3.22347613632186,0.245903165054544,13.1087216205894,2.93504018374889e-39,1.45732898012532e-37,"LRP2"
"ENSG00000082175",91.1313722789064,2.12330055334454,0.165320330487861,12.8435537666703,9.34826270831653e-38,4.10565591919307e-36,"PGR"
"ENSG00000085265",428.275729063834,2.51718387425955,0.183169485548545,13.7423756294409,5.65880483072998e-43,3.54916267892275e-41,"FCN1"
"ENSG00000087128",1785.49569502254,-2.31064565271071,0.292500319911939,-7.89963461717362,2.79722187840946e-15,1.75132543175373e-14,"TMPRSS11E"
"ENSG00000087494",10059.4980868221,-2.24434914287466,0.255913428578759,-8.76995457150835,1.78738385317272e-18,1.5149116346829e-17,"PTHLH"
"ENSG00000087589",275.38969817629,2.20116063726405,0.145489711886061,15.1293215769639,1.03759542245002e-51,1.03614626683207e-49,"CASS4"
"ENSG00000089199",410.826190427687,-2.36859395372731,0.312871848612691,-7.57049240521296,3.71812170898044e-14,2.11055654328439e-13,"CHGB"
"ENSG00000090339",8908.24580656822,2.22994974562497,0.174981527270083,12.7439152030206,3.37046422196354e-37,1.45173609560478e-35,"ICAM1"
"ENSG00000091106",173.512555052661,2.12336164826127,0.115108691204856,18.4465797155349,5.55516229344966e-76,1.68302586432903e-73,"NLRC4"
"ENSG00000092964",4412.4925500487,2.13043837834434,0.120804074494713,17.6354844590741,1.31563717710487e-69,2.86792860253044e-67,"DPYSL2"
"ENSG00000094796",621.509321025155,-3.63413797835189,0.354132302838572,-10.2620911710742,1.04420563174311e-24,1.63014634649852e-23,"KRT31"
"ENSG00000094963",2277.93617472509,2.06130103675012,0.216317161337697,9.52906844747367,1.58700878558763e-21,1.81611920885908e-20,"FMO2"
"ENSG00000095637",783.298655018554,2.14726133106008,0.133398426190175,16.0966016795349,2.69505900032135e-58,3.67741829242321e-56,"SORBS1"
"ENSG00000095713",1203.17343825313,2.95292989754194,0.249590596963306,11.8310943339587,2.69603735107866e-32,8.03194460842184e-31,"CRTAC1"
"ENSG00000096088",2010.95937832435,3.90647514779203,0.344975782170016,11.3239112705795,9.99125029368126e-30,2.47702633841266e-28,"PGC"
"ENSG00000099860",2717.94483755065,2.2414416622691,0.129189968688449,17.3499667584447,1.97358394687279e-67,3.87668275278583e-65,"GADD45B"
"ENSG00000099994",3121.06096817432,3.75623359867984,0.209913130447399,17.8942288682655,1.30794814088107e-71,3.11727640243322e-69,"SUSD2"
"ENSG00000101307",262.444096374604,2.53719880310255,0.181418392066469,13.9853450039011,1.91545716872912e-44,1.31183129850701e-42,"SIRPB1"
"ENSG00000101938",692.639844764082,2.89425311575345,0.230696259690162,12.5457305620845,4.19527282611158e-36,1.68517981498302e-34,"CHRDL1"
"ENSG00000102760",2163.97500857791,2.59586377217985,0.125925144218631,20.6143402756237,2.04085410529901e-94,1.58609857096608e-91,"RGCC"
"ENSG00000104044",220.658246051718,-2.01281473009732,0.302496282570235,-6.65401476340449,2.85204046734072e-11,1.20321508977379e-10,"OCA2"
"ENSG00000104833",272.537548284009,-2.05200219473887,0.25780720509349,-7.95944470983555,1.72813070521794e-15,1.10300207060444e-14,"TUBB4A"
"ENSG00000104967",176.837660841295,2.04941086337433,0.130318011621025,15.7262287682395,9.99919831727636e-56,1.19157113280877e-53,"NOVA2"
"ENSG00000105227",629.492091644128,2.92670330007392,0.149555354930268,19.5693648110329,2.8217641287434e-85,1.26097584503221e-82,"PRX"
"ENSG00000105880",1133.74075481551,-2.10441876371881,0.231744805150562,-9.08075916675499,1.07820154574416e-19,1.03840800809142e-18,"DLX5"
"ENSG00000105974",10100.2564977667,2.26157462581238,0.167586803747008,13.4949445615449,1.67481095496379e-41,9.62612405787064e-40,"CAV1"
"ENSG00000106688",530.239279341497,2.53615974523623,0.166753206510523,15.2090613326598,3.07926656190556e-52,3.20010987174778e-50,"SLC1A1"
"ENSG00000106809",208.777724676277,3.38388245903016,0.229629909080423,14.7362443881168,3.77185034861505e-49,3.25709299427507e-47,"OGN"
"ENSG00000106853",7385.55954485448,-2.07445649584573,0.211639611960558,-9.80183471623605,1.10558947488699e-22,1.41971349594863e-21,"PTGR1"
"ENSG00000107317",2748.14814443525,2.19129121072415,0.181107442377188,12.099399019508,1.06387159559369e-33,3.54128580469967e-32,"PTGDS"
"ENSG00000107742",4436.31560914797,2.44390373314694,0.19456578817489,12.5608091539206,3.4676819864686e-36,1.40237139158657e-34,"SPOCK2"
"ENSG00000108342",523.607898694233,3.81585403528236,0.305245166137328,12.5009482822265,7.37660688866212e-36,2.92365516928682e-34,"CSF3"
"ENSG00000108448",2839.73732953856,-2.65333447967906,0.213191879197339,-12.445757735561,1.47478083249988e-35,5.69367330041802e-34,"TRIM16L"
"ENSG00000108602",20181.6975940401,-3.78075077214982,0.308443892076589,-12.2574992381792,1.53153672275664e-34,5.45627430180261e-33,"ALDH3A1"
"ENSG00000108691",2848.80184439985,2.19099355102982,0.174620461525296,12.5471753532872,4.11944164985721e-36,1.65844638493688e-34,"CCL2"
"ENSG00000108823",155.90354167416,2.58987144018522,0.196102444748807,13.2067269406185,8.02381815958937e-40,4.12142958628333e-38,"SGCA"
"ENSG00000109771",128.303138024047,2.01394065945706,0.115562955211432,17.4272166696706,5.1282035894474e-68,1.02996223776823e-65,"LRP2BP"
"ENSG00000110195",1282.99553907876,3.18788017095255,0.275051861853254,11.5901057694107,4.62561003415904e-31,1.24522258073182e-29,"FOLR1"
"ENSG00000110799",9779.43526594629,2.38463297861939,0.136634640623439,17.4526237836814,3.28777146142168e-68,6.83359475266425e-66,"VWF"
"ENSG00000111452",549.51937324482,3.1465949421772,0.185539324875205,16.95918072513,1.64623798180139e-64,2.9135152400693e-62,"GPR133"
"ENSG00000112137",626.747032418788,2.12525375039712,0.140626175191822,15.1127892620144,1.33372524483272e-51,1.31714578736933e-49,"PHACTR1"
"ENSG00000112175",349.415518732004,2.32946336660845,0.263030152215994,8.85625981273642,8.27438982689389e-19,7.24313017412969e-18,"BMP5"
"ENSG00000112214",95.9553561846934,3.19514565256486,0.175121447042219,18.2453132185149,2.25441005248525e-74,6.10569389214756e-72,"FHL5"
"ENSG00000112782",1352.05973667748,4.56102013515949,0.197792999414906,23.0595630211964,1.17937985411956e-117,7.02713829746237e-114,"CLIC5"
"ENSG00000112936",3301.70943022663,3.05010086490589,0.242097297116236,12.5986572392069,2.14769625516187e-36,8.76485629246994e-35,"C7"
"ENSG00000113555",692.329175465795,2.00508460103389,0.113162029598385,17.7187048354468,3.00757335987154e-70,6.63708318613627e-68,"PCDH12"
"ENSG00000114638",7188.59063867714,-2.25578753707868,0.372834475389899,-6.05037271491499,1.44511103531993e-09,5.09393803122536e-09,"UPK1B"
"ENSG00000114654",144.360917790553,2.57273200395591,0.163519228578387,15.7335135832212,8.91251323272758e-56,1.06920251030205e-53,"EFCC1"
"ENSG00000114812",813.885152985047,2.28731787791857,0.161845179753374,14.1327525565115,2.38631412922855e-45,1.69941693465977e-43,"VIPR1"
"ENSG00000114854",280.99892932349,4.24175087181162,0.22666593054093,18.7136675621644,3.83082256045514e-78,1.26807320866918e-75,"TNNC1"
"ENSG00000114948",5792.57355241393,-2.40901453169499,0.265755166128209,-9.06478909438321,1.2484554123965e-19,1.19529408123125e-18,"ADAM23"
"ENSG00000115194",135.33479742134,-2.38526863898832,0.258749767929251,-9.21843779060128,3.01460062783135e-20,3.07217709364227e-19,"SLC30A3"
"ENSG00000115361",178.59761119851,2.55461929267297,0.208413482290089,12.257456977362,1.53233549622652e-34,5.45627430180261e-33,"ACADL"
"ENSG00000115602",453.872656703022,4.59004631428402,0.215285202731334,21.3207701042611,7.28497868523886e-101,1.00168456922034e-97,"IL1RL1"
"ENSG00000115648",1911.11736157955,2.22247390303096,0.213203884454681,10.4241717204893,1.92327717496711e-25,3.23715437876996e-24,"MLPH"
"ENSG00000116016",17166.1038089299,2.34709027306505,0.134582849277653,17.4397427730398,4.1192371769182e-68,8.46337523418538e-66,"EPAS1"
"ENSG00000116194",95.3345384921518,2.55044736455613,0.187367040790439,13.6120384556251,3.39636740132341e-42,2.03725058049181e-40,"ANGPTL1"
"ENSG00000116690",290.638531311151,4.52840144697321,0.222372655557281,20.3640210871464,3.48752759398851e-92,2.30887243490906e-89,"PRG4"
"ENSG00000117407",1107.48133218426,-2.18884296661223,0.195170563322297,-11.2150261256236,3.44084787564397e-29,8.10344608394414e-28,"ARTN"
"ENSG00000118407",424.400408137697,2.03515350130505,0.172299587049017,11.8117143294492,3.39566171776377e-32,9.9995804291643e-31,"FILIP1"
"ENSG00000118526",250.036686802887,3.73355684351041,0.178035653997818,20.9708379174217,1.21112210015831e-97,1.13941092317525e-94,"TCF21"
"ENSG00000119125",970.353488336172,-2.49296912319725,0.272007657361338,-9.16506964318863,4.9514991144554e-20,4.92258324087265e-19,"GDA"
"ENSG00000119508",804.893188836166,3.15389212949037,0.193093851372382,16.3334674153248,5.70478457151658e-60,8.56916169881167e-58,"NR4A3"
"ENSG00000119535",1684.10331907626,2.17859059992239,0.173686866869911,12.5432085867156,4.33097973153697e-36,1.73579064352519e-34,"CSF3R"
"ENSG00000120156",540.972188751073,3.03858348669126,0.142669112354742,21.2981172766808,1.18176251995277e-100,1.40826700294372e-97,"TEK"
"ENSG00000120279",315.783632266985,2.2932119117991,0.1219099554497,18.8107025660039,6.1714453553401e-79,2.08140727786234e-76,"MYCT1"
"ENSG00000120645",122.246962565154,2.29369502470174,0.189844938467894,12.0819393090622,1.31579262070858e-33,4.30765441303404e-32,"IQSEC3"
"ENSG00000121075",390.468349878652,2.19373409089367,0.185408414132916,11.8319014870653,2.67023354283801e-32,7.96835134861927e-31,"TBX4"
"ENSG00000121552",10626.1646070459,-2.31430944685099,0.205939974850656,-11.237786391541,2.65967917172728e-29,6.3304614107357e-28,"CSTA"
"ENSG00000121769",355.138831376569,2.12864247560442,0.136905624131516,15.5482471162731,1.63520300432711e-54,1.79320574861025e-52,"FABP3"
"ENSG00000122679",729.892068094365,2.55002561885359,0.139387271167786,18.2945372090972,9.14746168586533e-75,2.55485746304442e-72,"RAMP3"
"ENSG00000122852",84825.6807402538,4.1908518234986,0.322697581180337,12.9869328681351,1.45127455949114e-38,6.79097715992253e-37,"SFTPA1"
"ENSG00000123119",175.878622487303,2.21032534682611,0.193515841294626,11.4219349281122,3.24918283698389e-30,8.32079415631621e-29,"NECAB1"
"ENSG00000123243",900.748413812732,2.05908367484351,0.237411826136421,8.67304594026554,4.20712119548388e-18,3.44490569717244e-17,"ITIH5"
"ENSG00000123342",1245.11839403345,2.38363768619381,0.157185460546242,15.1644921731968,6.07670821107435e-52,6.17165677687239e-50,"MMP19"
"ENSG00000123358",4775.53206084974,2.30713241191183,0.174621917655696,13.2121582610313,7.46528110570502e-40,3.86788115259354e-38,"NR4A1"
"ENSG00000123838",2655.76686173339,3.16890453930157,0.30543680354271,10.3749924781362,3.22237759370267e-25,5.30875571312767e-24,"C4BPA"
"ENSG00000124731",1108.68299025482,2.13721886551187,0.200084395550334,10.68158693552,1.24131290959026e-26,2.35796687129924e-25,"TREM1"
"ENSG00000124920",809.215930828569,2.30628919036291,0.173547438015382,13.2890996072123,2.67781070449803e-40,1.42457935544352e-38,"MYRF"
"ENSG00000125285",1280.7129817213,-2.03824347669219,0.245270628996119,-8.31018163501527,9.55556968596282e-17,6.86794564280601e-16,"SOX21"
"ENSG00000125740",6048.56018030946,3.56771146315719,0.227422083788044,15.6876210248882,1.8381639651072e-55,2.1475281618491e-53,"FOSB"
"ENSG00000125780",790.497187687283,-3.07690664158395,0.354493830625138,-8.6797184485776,3.96749744921027e-18,3.26064445538545e-17,"TGM3"
"ENSG00000125798",310.092033593808,2.61775684270668,0.273265791697418,9.57952631555608,9.74910268891621e-22,1.14347251026494e-20,"FOXA2"
"ENSG00000125810",3806.17013309835,2.3704660795903,0.127802860295078,18.5478327645973,8.49070268271616e-77,2.71020197238484e-74,"CD93"
"ENSG00000125848",1400.65122198686,2.1132451228482,0.212070266662637,9.96483456216879,2.17235229603116e-23,3.00083441202141e-22,"FLRT3"
"ENSG00000125872",167.900692097262,3.46247964279287,0.231258795307529,14.9723154883188,1.11374998527178e-50,1.05334820035625e-48,"LRRN4"
"ENSG00000125966",230.075134719524,2.18680269279208,0.161270669779766,13.5598289247414,6.92975205306936e-42,4.08809630193449e-40,"MMP24"
"ENSG00000125998",975.396157792357,-2.1720961701851,0.326897883975494,-6.64457090933,3.04101680395337e-11,1.28052238800157e-10,"FAM83C"
"ENSG00000126759",167.261230320324,2.0584630397287,0.151580856138921,13.5799671024563,5.26500807910761e-42,3.12664516325743e-40,"CFP"
"ENSG00000126785",467.96772240198,2.01565212538372,0.113523808047952,17.7553251608008,1.56760126504124e-70,3.59241956571951e-68,"RHOJ"
"ENSG00000127329",1446.50138946722,2.62668444500986,0.125081670752842,20.9997550336541,6.59245846338627e-98,6.54667750183498e-95,"PTPRB"
"ENSG00000127528",730.985819530905,2.26709605256124,0.137725476372324,16.4609781158602,6.99607553051536e-61,1.06884487271762e-58,"KLF2"
"ENSG00000127533",234.792728381952,2.1727572745849,0.152577480416735,14.2403536134588,5.1465972441386e-46,3.77030433356465e-44,"F2RL3"
"ENSG00000127920",1063.73701059754,2.2750327170113,0.143471991443063,15.8569815204255,1.25796365179733e-56,1.58352818844206e-54,"GNG11"
"ENSG00000127954",2798.9176684093,2.58459947009135,0.229133487643056,11.2798853483941,1.64960828450606e-29,4.00029105225639e-28,"STEAP4"
"ENSG00000128849",1185.80042413222,2.41395492719323,0.149579803289826,16.1382410867058,1.37401380213986e-58,1.90391447389535e-56,"CGNL1"
"ENSG00000128918",270.072727490114,2.53998940333782,0.204604467457703,12.4141443972278,2.19015661487361e-35,8.32958499805654e-34,"ALDH1A2"
"ENSG00000129538",8564.7422960819,2.10250417910171,0.16112406522833,13.0489767380325,6.44066374466888e-39,3.10314998479667e-37,"RNASE1"
"ENSG00000129596",102.502689097138,2.01273330781798,0.22531012701868,8.9331684041486,4.13978797479054e-19,3.74866818892507e-18,"CDO1"
"ENSG00000130052",459.576150893807,2.21686000049931,0.12049872615355,18.3973729122613,1.37889808262303e-75,4.10796720448111e-73,"STARD8"
"ENSG00000130307",104.598109504072,2.15585817851119,0.111338739706207,19.3630553408447,1.58217231954432e-83,6.57705353764062e-81,"USHBP1"
"ENSG00000130822",1357.33465744084,-2.09982271223684,0.233859895664518,-8.97897737562117,2.73294960360676e-19,2.52331994651193e-18,"PNCK"
"ENSG00000131018",1999.09327118964,2.52190013599371,0.133666402250512,18.8671206341535,2.12569741965502e-79,7.45036105418303e-77,"SYNE1"
"ENSG00000131055",189.1235169425,2.09354567239186,0.145033437870096,14.4349172379614,3.12020011688257e-47,2.44620952145947e-45,"COX4I2"
"ENSG00000131097",123.156258399642,2.80253016559734,0.141472676327854,19.8096921493352,2.45581003658505e-87,1.21937790010994e-84,"HIGD1B"
"ENSG00000131400",13143.3249685894,3.50387347464953,0.286570356914693,12.2269222552302,2.2323769032605e-34,7.83963401685295e-33,"NAPSA"
"ENSG00000131471",2157.67458829434,2.92223196965894,0.154004992296371,18.974917150967,2.74944562720968e-80,9.82926811727461e-78,"AOC3"
"ENSG00000131477",713.813230504319,2.15404145731236,0.116627924379,18.4693457315803,3.64474754003852e-76,1.12327348755498e-73,"RAMP2"
"ENSG00000131781",396.708101123486,2.53311348672571,0.176811910144911,14.3265998577224,1.49250980488434e-46,1.1256798633885e-44,"FMO5"
"ENSG00000132429",302.609393017553,-2.15615538915311,0.265331287095865,-8.12627644765498,4.42678789050679e-16,2.98824900086136e-15,"POPDC3"
"ENSG00000132622",318.414502564891,2.04920822394103,0.122838565585962,16.6821243325818,1.76817675322317e-62,2.89964765723525e-60,"HSPA12B"
"ENSG00000132692",129.043654620072,-2.0479850875572,0.250732961648907,-8.16799304761904,3.1356198302321e-16,2.15242720681255e-15,"BCAN"
"ENSG00000132965",1554.84546358508,2.20826939543693,0.161792855691185,13.6487447854426,2.05385817212521e-42,1.24449880768604e-40,"ALOX5AP"
"ENSG00000133101",624.425968090376,-2.03885203704861,0.292771186773272,-6.96397777226465,3.3079682387434e-12,1.53385038307492e-11,"CCNA1"
"ENSG00000133116",111.762584537979,2.48803542874678,0.189447828301682,13.1330902605268,2.12792270639588e-39,1.06844433642771e-37,"KL"
"ENSG00000133246",212.756410476122,2.25130096537522,0.135447433825787,16.6212153437388,4.8930567937806e-62,7.80923126685966e-60,"PRAM1"
"ENSG00000133636",19443.832972567,-3.72556652672757,0.384690754838978,-9.68457515514506,3.50663391474909e-22,4.30206460028414e-21,"NTS"
"ENSG00000133661",5142.8208554992,3.59818818319931,0.274066944816687,13.1288659623144,2.25000737275081e-39,1.12343245217655e-37,"SFTPD"
"ENSG00000133800",417.997207547787,3.01213508540197,0.168132656053762,17.9152292963172,8.96987759552735e-72,2.19639126054865e-69,"LYVE1"
"ENSG00000134020",633.680839784819,3.93377815025726,0.294956749817274,13.3367965055698,1.41406680892635e-40,7.65952854835106e-39,"PEBP4"
"ENSG00000134202",7203.77269876994,-2.04940330763786,0.237849446147122,-8.61638881584867,6.90988310524142e-18,5.54870442525564e-17,"GSTM3"
"ENSG00000134760",409.669503351147,-2.38829874677211,0.310987480221828,-7.67972635126188,1.59428781768219e-14,9.36506563952319e-14,"DSG1"
"ENSG00000134917",236.679085141344,4.31425405117857,0.21835468849288,19.7580096903633,6.84510569644331e-87,3.30692606280876e-84,"ADAMTS8"
"ENSG00000135063",395.614180968928,3.15105426328686,0.198257613330491,15.8937364893731,7.0026162295424e-57,9.2038062575787e-55,"FAM189A2"
"ENSG00000135069",4583.97200679808,-2.09688388965885,0.150348932546936,-13.9467826883589,3.29120453797653e-44,2.21166470362144e-42,"PSAT1"
"ENSG00000135218",1772.4947949375,2.16195572883068,0.196696354443103,10.9913360364594,4.20652619167572e-28,8.97275127400996e-27,"CD36"
"ENSG00000135324",882.360003895496,-2.56801028344616,0.242438648802516,-10.5924129511957,3.23152664579216e-26,5.87027833267631e-25,"MRAP2"
"ENSG00000135678",2916.38303377896,2.30855019120717,0.176479630619535,13.0811141382321,4.22206023811639e-39,2.06200346328772e-37,"CPM"
"ENSG00000135773",96.8947172744617,2.53590008410287,0.21539823356381,11.7730774396143,5.3728100938492e-32,1.53908622480055e-30,"CAPN9"
"ENSG00000135917",169.31439938831,2.43399741849492,0.20155597119876,12.0760372616036,1.41370248859662e-33,4.58906134336997e-32,"SLC19A3"
"ENSG00000136048",3154.5646579642,2.07077118059777,0.123661049997948,16.7455409818381,6.10330963800286e-63,1.02921377150284e-60,"DRAM1"
"ENSG00000136160",802.402435626497,3.29168825374834,0.159350715583412,20.6568777661078,8.4664786268368e-95,7.2065859740337e-92,"EDNRB"
"ENSG00000136244",1170.82800317822,2.18112942079065,0.24019683153058,9.08059197489025,1.07985915749552e-19,1.0394443963507e-18,"IL6"
"ENSG00000136352",1095.05841538648,2.49629023146539,0.283693883838209,8.7992388051941,1.37747280615961e-18,1.18319684815488e-17,"NKX2-1"
"ENSG00000136546",411.037169895615,3.49477900129804,0.216275309577224,16.1589365338542,9.82418445571405e-59,1.38273462319597e-56,"SCN7A"
"ENSG00000136688",905.934866813012,-2.67276895276387,0.340769932844284,-7.84332388264196,4.38774353466833e-15,2.69893034006182e-14,"IL36G"
"ENSG00000137441",1494.18914939576,-3.58281849488251,0.393523384803268,-9.10446147100927,8.6695464824994e-20,8.40847223953753e-19,"FGFBP2"
"ENSG00000137486",1030.6674928078,2.23148357455034,0.143112817367651,15.592478826112,8.18931679966997e-55,9.38359216628851e-53,"ARRB1"
"ENSG00000137507",1991.9510228958,2.44056065748516,0.126357039867555,19.3147976562549,4.03308987617963e-83,1.63844276219797e-80,"LRRC32"
"ENSG00000137648",13648.7852541543,-2.04910262729729,0.196503825889932,-10.4278001612297,1.85124545039243e-25,3.12179362507214e-24,"TMPRSS4"
"ENSG00000138356",311.253406845439,2.12442462062427,0.180086472350012,11.7966918497647,4.05959025896709e-32,1.18570548821955e-30,"AOX1"
"ENSG00000138722",351.786234669682,2.40333570688655,0.194075337841252,12.383519377678,3.20953600874934e-35,1.20770285457938e-33,"MMRN1"
"ENSG00000138769",132.680680004935,2.13672293379662,0.174975744541668,12.2115378871143,2.69741722104445e-34,9.38060949925478e-33,"CDKL2"
"ENSG00000138821",3810.940900877,3.23765738952924,0.143597170581744,22.5468049016061,1.44337269733475e-112,3.6857552806941e-109,"SLC39A8"
"ENSG00000139567",1605.00584502861,2.33245782257419,0.112935816110577,20.6529505244859,9.18361363263821e-95,7.46168607651855e-92,"ACVRL1"
"ENSG00000140092",1615.19785282139,2.23206758716304,0.14164668804164,15.7579934838072,6.05242722797161e-56,7.30994166891842e-54,"FBLN5"
"ENSG00000140297",509.036789542843,-2.03507145525779,0.25097588915594,-8.10863331175738,5.11922788861574e-16,3.42976756030759e-15,"GCNT3"
"ENSG00000140519",5751.43150430419,-3.4026172181339,0.328063176658073,-10.3718352446495,3.33065741836344e-25,5.46698818670767e-24,"RHCG"
"ENSG00000140961",3059.08999266819,-2.31867139309111,0.240066329577984,-9.65846146424253,4.52610077777499e-22,5.49246784811459e-21,"OSGIN1"
"ENSG00000141338",346.469514660268,3.35898727471801,0.204166205434765,16.4522197371752,8.08500272147002e-61,1.22474087835828e-58,"ABCA8"
