"Genes"	"regulator"
"RNPEPL1"	0
"CAPN10"	0
"MYO1F"	0
"ERVK3-1"	0
"ZNF787"	1
"TIMM29"	0
"FBN3"	0
"CARM1"	0
"EVI5L"	0
"SLC47A1"	0
"PSMB6"	0
"SIGLEC10"	0
"ZNF473"	1
"FAM71E1"	0
"RPS11"	0
"RPL13A"	0
"CTU1"	0
"NOSIP"	0
"IGLON5"	0
"RCN3"	0
"ZNF614"	1
"SLC2A5"	0
"RERE"	1
"MMEL1"	0
"PRDM16"	1
"PADI3"	0
"FHAD1"	0
"PADI1"	0
"EPHA2"	0
"ARHGEF19"	0
"EFHD2"	0
"PEX14"	0
"PGD"	0
"MYOM3"	0
"SH3BGRL3"	0
"CNKSR1"	0
"RPL11"	0
"IL22RA1"	0
"ZNF593"	1
"C1orf216"	0
"KIAA0319L"	0
"EVA1B"	0
"PLK4"	0
"MAP3K6"	0
"FCN3"	0
"GPN2"	0
"SYTL1"	0
"WDTC1"	0
"NBPF3"	0
"HSPG2"	0
"ITGB3BP"	0
"SERBP1"	0
"BCL10"	0
"CCN1"	0
"PRKACB"	0
"PIGK"	0
"TINAGL1"	0
"AZIN2"	0
"RPS8"	0
"KIF2C"	0
"PTPRF"	0
"BEST4"	0
"MOB3C"	0
"CYP4B1"	0
"LMO4"	0
"SYPL2"	0
"MTF2"	1
"SLC44A3"	0
"IGSF3"	0
"ZNF697"	1
"CTTNBP2NL"	0
"STRIP1"	0
"PSMA5"	0
"C1orf162"	0
"CD53"	0
"CELSR2"	0
"ITGA10"	0
"GPR161"	0
"ALDH9A1"	0
"ATP1B1"	0
"TIPRL"	0
"NME7"	0
"POGK"	0
"MPC2"	0
"CREG1"	0
"DCAF6"	0
"TBX19"	1
"UCK2"	0
"TMCO1"	0
"XCL1"	0
"XCL2"	0
"POU2F1"	1
"ILDR2"	0
"DPT"	0
"MGST3"	0
"COP1"	0
"NECTIN4"	0
"UFC1"	0
"PPOX"	0
"FCGR2A"	0
"NUF2"	0
"RGS5"	0
"SDHC"	0
"PFDN2"	0
"NR1I3"	1
"USP21"	0
"PRCC"	0
"FCRL5"	0
"RRNAD1"	0
"MRPL24"	0
"PIGM"	0
"ISG20L2"	0
"CRABP2"	0
"HDGF"	1
"ABL2"	0
"XPR1"	0
"RGS16"	0
"TOR1AIP1"	0
"HMCN1"	0
"RGL1"	0
"LYPLAL1"	0
"PRUNE1"	0
"RORC"	1
"TUFT1"	0
"SF3B4"	0
"ECM1"	0
"ZNF687"	1
"TARS2"	0
"CGN"	0
"SNX27"	0
"SETDB1"	0
"ADAMTSL4"	0
"MCL1"	0
"CTSK"	0
"RFX5"	1
"PI4KB"	0
"PIP5K1A"	0
"ANP32E"	0
"MINDY1"	0
"ANXA9"	0
"SELENBP1"	0
"CERS2"	0
"ENSA"	0
"LSP1P4"	0
"SEMA6C"	0
"MRPL9"	0
"ARNT"	1
"POGZ"	1
"C1orf56"	0
"OAZ3"	0
"GOLPH3L"	0
"GABPB2"	1
"SYT14"	0
"DTL"	0
"DYRK3"	0
"EIF2D"	0
"INTS7"	0
"VASH2"	0
"TAF1A"	0
"SMYD2"	0
"SUSD4"	0
"DUSP10"	0
"TP53BP2"	0
"ATP8B2"	0
"ADAM15"	0
"JTB"	0
"RAB13"	0
"S100A8"	0
"TPM3"	0
"SNAPIN"	0
"SLC27A3"	0
"S100A7"	0
"UBAP2L"	0
"SLC39A1"	0
"HAX1"	0
"CREB3L4"	1
"EFNA3"	0
"KCNN3"	0
"C1orf43"	0
"GATAD2B"	1
"ILF2"	0
"RIT1"	0
"INTS3"	0
"HCN3"	0
"FLG"	0
"ACTA1"	0
"C1orf131"	0
"GALNT2"	0
"TTC13"	0
"SCCPDH"	0
"LYST"	0
"MAP3K21"	0
"CEP170"	0
"ACP1"	0
"SNAP47"	0
"SRP9"	0
"NVL"	0
"SDE2"	0
"DEGS1"	0
"FBXO28"	0
"ARF1"	0
"CNIH4"	0
"ITPKB"	0
"GUK1"	0
"CDC42BPA"	0
"CNIH3"	0
"C1orf35"	0
"MBOAT2"	0
"PARP1"	1
"PSEN2"	0
"PYCR2"	0
"LBR"	0
"WNT9A"	0
"EPHX1"	0
"SOX13"	1
"ETNK2"	0
"PPFIA4"	0
"PLEKHA6"	0
"PTPN7"	0
"SYT2"	0
"ARL8A"	0
"OSR1"	1
"GDF7"	0
"PDIA6"	0
"RHOB"	0
"ATP6V1C2"	0
"HNRNPLL"	0
"GALM"	0
"CAMKMT"	0
"EML4"	0
"CALM2"	0
"CHAC2"	0
"RPS27A"	0
"WDPCP"	0
"VPS54"	0
"ASXL2"	0
"ETAA1"	0
"SNRPG"	0
"ABHD1"	0
"MEIS1"	1
"CIAO1"	0
"ZNF514"	1
"SNRNP200"	0
"MRPS5"	0
"ANKRD53"	0
"TPRKB"	0
"EXOC6B"	0
"SFXN5"	0
"TEX261"	0
"DQX1"	0
"DUSP11"	0
"ST6GAL2"	0
"NPHP1"	0
"MALL"	0
"THNSL2"	0
"RALB"	0
"TMEM177"	0
"RABL2A"	0
"SLC20A1"	0
"FBLN7"	0
"ZC3H8"	1
"LIPT1"	0
"FAHD2B"	0
"LYG1"	0
"AFF3"	1
"UBXN4"	0
"SPOPL"	0
"THSD7B"	0
"POLR2D"	0
"AMMECR1L"	0
"GALNT13"	0
"PKP4"	0
"SCRN3"	0
"LNPK"	0
"ZNF385B"	1
"CDCA7"	0
"UBR3"	0
"PHOSPHO2"	0
"GULP1"	0
"FAM171B"	0
"HSPD1"	0
"CCDC150"	0
"METTL21A"	0
"NBEAL1"	0
"KANSL1L"	0
"SPAG16"	0
"ABCA12"	0
"SUMF1"	0
"RHBDD1"	0
"ACKR3"	0
"HES6"	1
"ESPNL"	0
"ANKMY1"	0
"COPS7B"	0
"DIS3L2"	0
"FANCD2"	0
"TAMM41"	0
"VGLL4"	0
"RAB5A"	0
"RETREG2"	0
"CTDSP1"	0
"CNOT9"	0
"STK11IP"	0
"GMPPA"	0
"GRIP2"	0
"EAF1"	0
"CNTN4"	0
"DYNC1LI1"	0
"RBMS3"	0
"OSBPL10"	0
"POMGNT2"	0
"ACKR2"	0
"GASK1A"	0
"CSRNP1"	1
"SLC25A38"	0
"ITGA9"	0
"GOLGA4"	0
"CTDSPL"	0
"STAC"	0
"IQSEC1"	0
"CAND2"	0
"RPL32"	0
"PTPRG"	0
"IL17RD"	0
"SHQ1"	0
"SLC25A26"	0
"UBA3"	0
"ARL6IP5"	0
"TMF1"	0
"LRIG1"	0
"LIMD1"	0
"ZNF660"	1
"NFKBIZ"	1
"COL8A1"	0
"NXPE3"	0
"PHLDB2"	0
"ABHD10"	0
"PLA1A"	0
"RABL3"	0
"ADPRH"	0
"IGSF11"	0
"ATG3"	0
"BOC"	0
"SRPRB"	0
"TMEM108"	0
"AGTR1"	0
"MED12L"	0
"EIF2A"	0
"ALDH1L1"	0
"OSBPL11"	0
"TRPC1"	0
"NCEH1"	0
"LPP"	0
"TMEM44"	0
"RUBCN"	0
"AMT"	0
"TCTA"	0
"NICN1"	0
"UCN2"	0
"DCAF1"	0
"MANF"	0
"CCDC39"	0
"EAF2"	1
"ILDR1"	0
"TM4SF19"	0
"MUC4"	0
"SLIT2"	0
"EIF2B5"	0
"ECE2"	0
"VWA5B2"	0
"DGKQ"	0
"FIP1L1"	0
"SLC26A1"	0
"LYAR"	1
"CENPC"	0
"CORIN"	0
"ATP10D"	0
"OCIAD2"	0
"SLC10A6"	0
"SCD5"	0
"PLAC8"	0
"ENOPH1"	0
"TRMT10A"	0
"KLHL8"	0
"SNCA"	0
"PYURF"	0
"TBCK"	0
"CAMK2D"	0
"CISD2"	0
"DDIT4L"	0
"ANK2"	0
"TIFA"	0
"SPATA5"	0
"CCNA2"	0
"METTL14"	0
"USP53"	0
"SETD7"	0
"NAF1"	0
"MARCHF1"	0
"SFRP2"	0
"RPS3A"	0
"RNF175"	0
"PDGFC"	0
"CBR4"	0
"CYP4V2"	0
"NDUFS6"	0
"MARCHF6"	0
"NKD2"	0
"ADAMTS16"	0
"SRD5A1"	0
"MYO10"	0
"OTULINL"	0
"RPL37"	0
"SKP2"	0
"OSMR"	0
"PLK2"	0
"GZMA"	0
"PIK3R1"	0
"HAPLN1"	0
"LHFPL2"	0
"SSBP2"	0
"IQGAP2"	0
"RASA1"	0
"GIN1"	0
"PPIP5K2"	0
"PAM"	0
"BDP1"	0
"GTF2H2"	0
"SLC30A5"	0
"BTF3"	0
"FBXL17"	0
"TSLP"	0
"TNFAIP8"	0
"FEM1C"	0
"COMMD10"	0
"ATG12"	0
"MEGF10"	0
"YIPF5"	0
"ARHGAP26"	0
"CXCL14"	0
"DDX46"	0
"RNF145"	0
"C1QTNF2"	0
"FBXO38"	0
"PCYOX1L"	0
"TNIP1"	0
"G3BP1"	0
"ZNF300"	1
"N4BP3"	0
"NHP2"	0
"RMND5B"	0
"BOD1"	0
"TENM2"	0
"KCNMB1"	0
"FAM50B"	0
"MYLK4"	0
"TBC1D7"	0
"FARS2"	0
"GFOD1"	0
"CDKAL1"	0
"LRRTM2"	0
"ZMAT2"	1
"GFRA3"	0
"KLHL3"	0
"DCDC2"	0
"TRIM7"	0
"TRIM41"	0
"HIGD2A"	0
"FAM193B"	0
"PLA2G7"	0
"TNFRSF21"	0
"RNF44"	0
"MMUT"	0
"DOK3"	0
"ABT1"	0
"PPP1R18"	0
"DAAM2"	0
"PRIM2"	0
"FGD2"	0
"SCUBE3"	0
"ANO7"	0
"TTBK1"	0
"RPL7L1"	0
"NFKBIE"	1
"CYP39A1"	0
"TPBG"	0
"IRAK1BP1"	0
"PHIP"	0
"MMS22L"	0
"FAXC"	0
"GABRR1"	0
"PNRC1"	0
"PM20D2"	0
"RARS2"	0
"SCML4"	1
"TBC1D32"	0
"RNF217"	0
"RSPO3"	0
"ARHGAP18"	0
"ABRACL"	0
"SLC18B1"	0
"MTFR2"	0
"SLC2A12"	0
"SHPRH"	0
"AIG1"	0
"DYNLT1"	0
"TIAM2"	0
"TMEM181"	0
"WTAP"	0
"ZMYM4"	0
"ARMT1"	0
"SLC22A3"	0
"VWDE"	0
"GNA12"	0
"C7orf50"	0
"SDK1"	0
"WASH2P"	0
"CCZ1B"	0
"C7orf26"	0
"RBAK"	1
"CREB5"	1
"EGFR"	0
"CDCA5"	0
"IGFBP3"	0
"PURB"	1
"RPL32P18"	0
"SSC4D"	0
"MDH2"	0
"POMZP3"	0
"NIPSNAP2"	0
"CCT6A"	0
"PSPH"	0
"ZNF92"	1
"ATXN7L1"	0
"TMEM168"	0
"TRAPPC14"	0
"SLC12A9"	0
"GIGYF1"	0
"TRIM4"	0
"MEPCE"	0
"TMEM209"	0
"AGBL3"	0
"ZC3HAV1L"	0
"TMEM140"	0
"TLK2"	0
"EPHA1"	0
"NOM1"	0
"NCAPG2"	0
"NLGN4X"	0
"SHROOM2"	0
"LUC7L2"	0
"DENND2A"	0
"CLTRN"	0
"SH3KBP1"	0
"TMEM47"	0
"LANCL3"	0
"SYTL5"	0
"CASK"	0
"KDM6A"	0
"MSN"	0
"CCNB3"	0
"HDAC8"	0
"SLC16A2"	0
"DIPK2B"	0
"ZNF182"	1
"CHST7"	0
"KRBOX4"	0
"NDUFB11"	0
"ZNF41"	1
"RAB41"	0
"ZMYM3"	0
"TAF1"	1
"GPR174"	0
"NONO"	1
"CCDC120"	0
"EBP"	0
"OGT"	0
"SNX12"	0
"ITGB1BP2"	0
"IL2RG"	0
"GCNA"	0
"ZNF711"	1
"DIAPH2"	0
"PRPS1"	0
"RADX"	0
"FRMPD3"	0
"DOCK11"	0
"IGSF1"	0
"GPC3"	0
"RBMX"	0
"MCPH1"	0
"MFHAS1"	0
"FBXO25"	0
"MAGEA4"	0
"NSDHL"	0
"ZNF185"	0
"CETN2"	0
"RPL10"	0
"CSGALNACT1"	0
"ATP6V1B2"	0
"CCDC25"	0
"HMBOX1"	1
"GNRH1"	0
"BIN3"	0
"DOK2"	0
"SLC25A37"	0
"CHMP7"	0
"DOCK5"	0
"STAR"	0
"PLPBP"	0
"ERLIN2"	0
"PXDNL"	0
"RGS20"	0
"TACC1"	0
"GOLGA7"	0
"PLPP5"	0
"GINS4"	0
"NSD3"	0
"DNAJC5B"	0
"ADHFE1"	0
"MRPS28"	0
"LACTB2"	0
"TERF1"	1
"RPL7"	0
"ATP6V0D2"	0
"SYBU"	0
"MTDH"	0
"LRP12"	0
"EBAG9"	0
"POLR2K"	0
"MAL2"	0
"EIF3H"	0
"UTP23"	0
"NDUFB9"	0
"TATDN1"	0
"FAM83A"	0
"GSDMC"	0
"ZNF7"	1
"ARHGAP39"	0
"SLC39A4"	0
"NAPRT"	0
"VLDLR"	0
"AK3"	0
"UHRF2"	0
"NFIB"	1
"PLIN2"	0
"HAUS6"	0
"CDKN2B"	0
"CDKN2A"	0
"C9orf72"	0
"ZCCHC7"	0
"FBXO10"	0
"SIGMAR1"	0
"CBWD5"	0
"CEP78"	0
"NTRK2"	0
"IDNK"	0
"SHC3"	0
"AUH"	0
"MFSD14B"	0
"AOPEP"	0
"PLPPR1"	0
"ZNF462"	1
"INIP"	0
"UGCG"	0
"SNX30"	0
"STOM"	0
"GSN"	0
"MRRF"	0
"NR6A1"	1
"ALAD"	0
"ASTN2"	0
"WDR31"	0
"POLE3"	0
"SURF4"	0
"GBGT1"	0
"SURF1"	0
"SURF2"	0
"SURF6"	0
"MED22"	0
"REXO4"	0
"RPL7A"	0
"GTF3C5"	0
"ASB6"	0
"PTGES2"	0
"NTMT1"	0
"CIZ1"	1
"SLC25A25"	0
"SH3GLB2"	0
"MIGA2"	0
"PTGES"	0
"LCN2"	0
"LRSAM1"	0
"HMCN2"	0
"GPR107"	0
"PAXX"	0
"INPP5E"	0
"SEC16A"	0
"DPH7"	0
"NOTCH1"	0
"CACNA1B"	0
"NACC2"	1
"PROSER2"	0
"USP6NL"	0
"COMMD3"	0
"MSRB2"	0
"PDSS1"	0
"FAM171A1"	0
"MINDY3"	0
"TMEM236"	0
"RSU1"	0
"ST8SIA6"	0
"PARD3"	0
"ZEB1"	1
"FAM13C"	0
"NRBF2"	0
"CDHR1"	0
"POLR3A"	0
"HERC4"	0
"LRMDA"	0
"CAMK2G"	0
"GLUD1"	0
"HTR7"	0
"RPP30"	0
"FRA10AC1"	0
"ADD3"	0
"DNAJB12"	0
"EIF4EBP2"	0
"NPFFR1"	0
"PLEKHS1"	0
"TCF7L2"	1
"MKI67"	0
"FUOM"	0
"LRRC27"	0
"MTG1"	0
"PAOX"	0
"GSTO1"	0
"TAF5"	0
"PPRC1"	0
"ITPRIP"	0
"CNNM2"	0
"PDCD11"	0
"ADAM12"	0
"RGS10"	0
"BTBD10"	0
"ADM"	0
"SLC5A12"	0
"LIN7C"	0
"LRRC4C"	0
"IMMP1L"	0
"PGAP2"	0
"TUT1"	0
"SCGB1A1"	0
"SYT8"	0
"ZNF214"	1
"ZNF215"	1
"HSD17B12"	0
"APIP"	0
"PAMR1"	0
"DGKZ"	0
"EIF3M"	0
"TNKS1BP1"	0
"SERPING1"	0
"SSRP1"	1
"SLC43A1"	0
"PTPRJ"	0
"C11orf49"	0
"ARFGAP2"	0
"CELF1"	0
"HIKESHI"	0
"CCDC81"	0
"SESN3"	0
"ENDOD1"	0
"CCDC82"	0
"KLHL35"	0
"TENM4"	0
"SERPINH1"	0
"CAPN5"	0
"INTS4"	0
"PAK1"	0
"RPS3"	0
"ZC3H12C"	0
"TTC12"	0
"NCAM1"	0
"NPAT"	0
"ATM"	0
"AASDHPPT"	0
"GLB1L2"	0
"SLX4IP"	0
"LAMTOR1"	0
"P4HA3"	0
"ST14"	0
"HYOU1"	0
"ADAM33"	0
"KAT14"	0
"TKFC"	0
"MTA2"	1
"TMEM138"	0
"FADS1"	0
"ROM1"	0
"EML3"	0
"INCENP"	0
"PLCH2"	0
"FRG1BP"	0
"CPSF7"	0
"MS4A2"	0
"B3GAT3"	0
"EI24"	0
"CCDC15"	0
"CHEK1"	0
"FEZ1"	0
"ESAM"	0
"MPZL2"	0
"SIDT2"	0
"TMEM25"	0
"TAGLN"	0
"JPH2"	0
"DUSP15"	0
"COMMD7"	0
"C20orf144"	0
"KIAA1755"	0
"SPATA25"	0
"DSN1"	0
"SOGA1"	0
"LSM14B"	0
"YTHDF1"	0
"CABLES2"	0
"LTO1"	0
"TRPT1"	0
"NUDT22"	0
"FERMT3"	0
"PLCB3"	0
"MRPL49"	0
"CDC42EP2"	0
"FAU"	0
"TM7SF2"	0
"VPS51"	0
"TBX6"	1
"PPP4C"	0
"ALDOA"	0
"DOC2A"	0
"HIRIP3"	0
"TAOK2"	0
"TMEM219"	0
"HMGA2"	1
"MMP3"	0
"CNKSR2"	0
"CNTN5"	0
"CLEC1A"	0
"MKX"	1
"MPP7"	0
"ITGB1"	0
"CTF1"	0
"CWC15"	0
"FCGR1A"	0
"ARID5B"	1
"CDH8"	0
"DCUN1D2"	0
"TMCO3"	0
"TMEM218"	0
"TIRAP"	0
"EEF1AKMT1"	0
"LATS2"	0
"SAP18"	0
"ADGRL3"	0
"KIAA1328"	0
"FAM124A"	0
"MIA2"	0
"HNMT"	0
"LYPD1"	0
"LYPD6B"	0
"PDCD4"	0
"ADRA2A"	0
"WDR17"	0
"VEGFC"	0
"CCDC102B"	0
"CD226"	0
"FSIP1"	0
"DLG2"	0
"RGS18"	0
"PRSS23"	0
"MTMR12"	0
"PPP1R1C"	0
"CCT5"	0
"ATPSCKMT"	0
"DOCK1"	0
"DIXDC1"	0
"DLAT"	0
"PIH1D2"	0
"NKAPD1"	0
"TIMM8B"	0
"IL18"	0
"PTS"	0
"PIP4K2A"	0
"FREM2"	0
"FOXO1"	1
"CRIM1"	0
"SEC24D"	0
"ABCB9"	0
"RILPL2"	0
"DHX37"	0
"UBC"	0
"ITPR1"	0
"PRSS53"	0
"SLC7A11"	0
"NOCT"	0
"ENKUR"	0
"GPR158"	0
"CACNA2D4"	0
"DCP1B"	0
"CACNA1C"	0
"THRB"	1
"NGLY1"	0
"OXSM"	0
"UEVLD"	0
"TMEM86A"	0
"C12orf45"	0
"TMEM263"	0
"BTBD11"	1
"UBE3B"	0
"ANK3"	0
"IPMK"	0
"RAD9B"	0
"PLBD2"	0
"DLG5"	0
"MAT1A"	0
"SLC2A13"	0
"GXYLT1"	0
"TWF1"	0
"DIP2C"	0
"EIF4E"	0
"MAGI1"	0
"TEX30"	0
"CSNK1G3"	0
"SRFBP1"	0
"AKAP6"	0
"FAM177A1"	0
"MBIP"	0
"MIPOL1"	0
"EXT2"	0
"TMEM18"	0
"KCTD14"	0
"NDUFC2"	0
"ME3"	0
"ADAMTS12"	0
"NUBPL"	0
"NEK7"	0
"FER"	0
"VIPAS39"	0
"ANKRD50"	0
"UPF2"	0
"CDC123"	0
"SCLT1"	0
"CCDC3"	0
"C4orf33"	0
"FRMD4A"	0
"PTPRO"	0
"EPS8"	0
"ACAD8"	0
"THYN1"	0
"VPS26B"	0
"NCAPD3"	0
"VTI1A"	0
"QDPR"	0
"FAM160B1"	0
"TEX9"	0
"QTRT2"	0
"MMAA"	0
"ZNF827"	1
"EDNRA"	0
"NR3C2"	1
"AKR1C2"	0
"DPYSL4"	0
"VENTX"	1
"ADAM8"	0
"KIN"	0
"PIGF"	0
"ANKAR"	0
"INPP1"	0
"MFSD6"	0
"RNF144A"	0
"ASAP2"	0
"ADAM17"	0
"FLI1"	1
"TMEM45B"	0
"WWC2"	0
"CENPU"	0
"ACSL1"	0
"SLC25A4"	0
"AMN1"	0
"BICD1"	0
"SAV1"	0
"CCDC122"	0
"SERP2"	0
"NBAS"	0
"ZNF385D"	1
"TDO2"	0
"GUF1"	0
"SACS"	0
"PABPC3"	0
"CENPJ"	0
"FBXO4"	0
"TMEM267"	0
"CCL28"	0
"PARP8"	0
"GFRA1"	0
"CACUL1"	0
"DST"	0
"BEND6"	0
"TIAL1"	0
"BAG3"	0
"GLT1D1"	0
"SCHIP1"	0
"KCNE4"	0
"AP1S3"	0
"RABGAP1L"	0
"CCDC74B"	0
"TLCD4"	0
"MZT2B"	0
"FAM168B"	0
"PTPN14"	0
"SMPD4BP"	0
"MGAT5"	0
"TMEM163"	0
"GPATCH11"	0
"HSPB8"	0
"GEMIN6"	0
"TMEM178A"	0
"OBI1"	0
"CYSLTR2"	0
"ARL11"	0
"SETBP1"	1
"ARL14EP"	0
"EPG5"	0
"PSTPIP2"	0
"ATP5F1A"	0
"HAUS1"	0
"C18orf25"	0
"SPC25"	0
"PDK1"	0
"PDE3B"	0
"TCF7L1"	1
"TGOLN2"	0
"KCNK13"	0
"UHMK1"	0
"ATG10"	0
"POC5"	0
"SPOCK1"	0
"FAM151B"	0
"TADA1"	0
"GUCY1A2"	0
"CWF19L2"	0
"JMY"	0
"HOMER1"	0
"XRCC4"	0
"ZNF547"	1
"ZNF773"	1
"ZNF776"	1
"ZNF256"	1
"SUV39H2"	0
"DCLRE1C"	0
"RPP38"	0
"NMT2"	0
"ZNF837"	1
"USP12"	0
"CCDC50"	0
"CAMK4"	0
"TRIM36"	0
"ZFP36L2"	1
"PAN3"	0
"PLEKHH2"	0
"PFKM"	0
"TMEM123"	0
"IGSF10"	0
"SPEF2"	0
"SPARCL1"	0
"MBNL1"	0
"NADK2"	0
"GPD1L"	0
"GJA1"	0
"CCNO"	0
"SLC30A6"	0
"PELO"	0
"RASGRP3"	0
"SAR1B"	0
"CATSPER3"	0
"GPR180"	0
"DYNLT5"	0
"DNAI4"	0
"ANKRD22"	0
"FARP1"	0
"IFIT5"	0
"PANK1"	0
"PRDM8"	1
"BMP3"	0
"HNRNPDL"	0
"HHEX"	1
"UTRN"	0
"PTPRK"	0
"GGPS1"	0
"ZNF117"	1
"PART1"	0
"MARVELD2"	0
"RAD17"	0
"MED21"	0
"PLOD2"	0
"STK32B"	0
"JAKMIP1"	0
"ADGRA3"	0
"SREK1IP1"	0
"LGI2"	0
"CWC27"	0
"MR1"	0
"SRP19"	0
"CENPH"	0
"CDYL"	0
"CARHSP1"	1
"BANK1"	0
"TXNDC11"	0
"DAB2"	0
"ACOXL"	0
"BCL2L11"	0
"ANAPC1"	0
"CAST"	0
"SCOC"	0
"CLGN"	0
"CETN3"	0
"SMARCA5"	1
"BMP6"	0
"RASSF3"	0
"HNRNPU"	0
"RANBP2"	0
"AHCTF1"	1
"MERTK"	0
"TMEM87B"	0
"PTPRR"	0
"NR4A2"	1
"CCDC148"	0
"PLA2R1"	0
"RBMS1"	0
"SCN3A"	0
"CD96"	0
"SLC25A27"	0
"ADGRF1"	0
"ADGRF4"	0
"CYRIB"	0
"ASAP1"	0
"TRAPPC8"	0
"LINC00467"	0
"INO80C"	0
"LPCAT1"	0
"PLEKHG4B"	0
"NMRAL1"	0
"UBALD1"	0
"C16orf89"	0
"TMEM251"	0
"ING1"	0
"ADPRHL1"	0
"CMTM7"	0
"FBXL2"	0
"UBP1"	1
"RMND5A"	0
"CD8A"	0
"RPIA"	0
"PTPRD"	0
"LURAP1L"	0
"CNKSR3"	0
"GTF2E1"	0
"CFDP1"	0
"ZDHHC7"	0
"CIBAR2"	0
"C7orf31"	0
"TMPRSS11D"	0
"JAZF1"	1
"CMIP"	0
"PID1"	0
"TRIP12"	0
"FBXO36"	0
"CEBPG"	1
"KCTD15"	0
"ZNF599"	1
"MCOLN2"	0
"LGI4"	0
"DDAH1"	0
"SREK1"	0
"CHD1"	0
"DGKE"	0
"HS2ST1"	0
"MSI2"	0
"CACNA2D1"	0
"ZUP1"	0
"HS3ST3A1"	0
"GDPD1"	0
"NUS1"	0
"SEMA3D"	0
"PPP2R5E"	0
"GRAP"	0
"CABYR"	0
"IMPACT"	0
"ANKRD29"	0
"SDHAF4"	0
"CHST9"	0
"THY1"	0
"DNAAF1"	0
"C16orf74"	0
"TBCEL"	0
"ANKH"	0
"OTULIN"	0
"UBASH3B"	0
"ROBO4"	0
"ROBO3"	0
"TBRG1"	0
"NRGN"	0
"RETREG1"	0
"TOMM70"	0
"ABI3BP"	0
"ANGPT1"	0
"PITPNC1"	0
"CC2D1B"	1
"CERS3"	1
"PRKCA"	0
"LRRK1"	0
"CEP112"	0
"ABCA9"	0
"ABCA6"	0
"ABCA10"	0
"ABCA5"	0
"ENPP3"	0
"C4orf19"	0
"UCHL1"	0
"MIA3"	0
"DISP1"	0
"TNIK"	0
"FAM167A"	0
"NEIL2"	0
"PGM5"	0
"WNT3A"	0
"OBSCN"	0
"LONRF1"	0
"TRIM11"	0
"ENAH"	0
"CCSAP"	0
"SH3RF1"	0
"GBP5"	0
"BUB3"	0
"DIPK1A"	0
"ATP5MC3"	0
"CNTNAP3B"	0
"SRSF12"	0
"PDLIM3"	0
"SORBS2"	0
"ELOC"	0
"LY96"	0
"CXADR"	0
"BTG3"	0
"C21orf91"	0
"CHODL"	0
"NCAM2"	0
"L3MBTL4"	1
"PDE1C"	0
"RABGEF1"	0
"MRPL39"	0
"JAM2"	0
"ATP5PF"	0
"GABPA"	1
"ADAMTS1"	0
"ADAMTS5"	0
"TSEN2"	0
"SLFN13"	0
"WNT7A"	0
"XPC"	0
"CCDC174"	0
"FGD5"	0
"FLCN"	0
"DPH3"	0
"OXNAD1"	0
"PLCL2"	0
"CXXC1"	1
"SKA1"	0
"PPP4R1"	0
"APCDD1"	0
"PIEZO2"	0
"CCDC144B"	0
"MPPE1"	0
"USP43"	0
"RAB6B"	0
"EME1"	0
"EPHB1"	0
"ACSS1"	0
"ANKRD40"	0
"ZNF18"	1
"VOPP1"	0
"APOOL"	0
"DKK2"	0
"CYP2U1"	0
"FBXL18"	0
"PROM2"	0
"AK9"	0
"KLF10"	1
"PTPRN2"	0
"AZIN1"	0
"ATP6V1C1"	0
"PIP4P2"	0
"OTUD6B"	0
"CDK19"	0
"GTF3C6"	0
"TTC39B"	0
"AGPAT5"	0
"MMS19"	0
"PI4K2A"	0
"MARVELD1"	0
"ZFYVE27"	0
"GOLGA7B"	0
"TRMT44"	0
"SLC25A28"	0
"HSPA13"	0
"SAMSN1"	0
"USP25"	0
"GRAMD2B"	0
"ZCCHC10"	0
"C16orf87"	0
"MOV10"	0
"RHOC"	0
"PPM1J"	0
"DBI"	0
"SLC16A1"	0
"HEATR3"	0
"NIFK"	0
"OXA1L"	0
"SLC7A7"	0
"LARP1"	0
"CNOT8"	0
"LRGUK"	0
"SETD9"	0
"MIER3"	1
"NUP205"	0
"ZKSCAN2"	1
"C9orf85"	0
"PIK3AP1"	0
"RBM45"	0
"TTN"	0
"VSIG4"	0
"PDIA4"	0
"KDM8"	0
"KCTD18"	0
"FAM126B"	0
"C2CD6"	0
"TMEM237"	0
"FZD7"	0
"SPAG17"	0
"DEPTOR"	0
"RNF20"	0
"PPARGC1B"	0
"ELMO1"	0
"SLC26A2"	0
"LSM11"	0
"MED7"	0
"RRAGA"	0
"SLC24A2"	0
"PXYLP1"	0
"RASA2"	0
"RMND1"	0
"RAET1L"	0
"SLA"	0
"TMBIM4"	0
"VBP1"	0
"RAB39B"	0
"CLIC2"	0
"AFF2"	1
"MICU3"	0
"GRIP1"	0
"VPS37A"	0
"KIF5A"	0
"PSD3"	0
"CARNMT1"	0
"MCU"	0
"MIDEAS"	0
"CFAP70"	0
"GNA14"	0
"FAM161B"	0
"GNAQ"	0
"WIF1"	0
"MMP16"	0
"ADK"	0
"KCNMA1"	0
"BATF"	1
"DCK"	0
"ADAMTS3"	0
"DPY19L4"	0
"NDUFAF6"	0
"DRAM2"	0
"C8orf37"	0
"ADAMTSL3"	0
"WHAMM"	0
"CXCL13"	0
"N6AMT1"	0
"RWDD2B"	0
"USP16"	0
"CCT8"	0
"MAP3K7CL"	0
"BACH1"	1
"CLDN8"	0
"TSPAN7"	0
"TIAM1"	0
