file_ID	file_name	md5	size	state
02b0093c-2ab3-4213-a5df-ac526ed1d973	ce4ac30d-f2e6-40f3-a2db-fdcf0218b8fb.htseq.counts.gz	5facff34c38648c3b53d7d368a1ebfe3	255646	validated
0af1398c-b3ab-44f8-93cd-b66f8c74d232	4d36e127-5fad-4b97-afff-28f4bdbf5f5d.htseq.counts.gz	9577a1b096b91e877fee8667399ff91f	254642	validated
0d9512c6-f3a9-4103-b694-4ace826923ec	60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.htseq.counts.gz	ae11442c6d17bd20c8d1d20658d200cf	249717	validated
0f4b9db7-c993-4114-a6e1-a9cba0f7856e	5abe9a73-0ec5-4d88-9aaf-1db6795f364d.htseq.counts.gz	6ef4f01c8c8ceb8c47e66a71fb3b04ea	253450	validated
0fb60734-2ff0-4974-9c8b-7313c06ceef9	29326e2f-eab7-445d-93e7-9290731745e7.htseq.counts.gz	5bc8f80bd333c9cb930f6ec0c8733a04	250860	validated
11fa2ef9-728c-4e7d-a458-f781648c4064	b1f9bae8-7483-41ba-aab7-7a051850df23.htseq.counts.gz	fea89cdac101db03d12b822409ada9db	258626	validated
13c7db10-8088-436b-bc0f-7ba3cd7412cf	cd8d48a8-d183-48ab-82f8-ffb11224239a.htseq.counts.gz	ba949f51e2f124f3cb447769f64e9e52	252432	validated
1cb37883-d1f7-4b3e-94bb-9970325dec95	042b37c5-7ba2-4731-8b16-5510cce257b4.htseq.counts.gz	3d350af58b3b3eb4cf155196cc36840e	252215	validated
2297ba46-b1fe-49cb-a1b8-40fb9bcd567a	2b5a102d-0462-4fee-a1f1-21dca1390db0.htseq.counts.gz	d929f123b76e533bfa34f1e8164cfab8	260240	validated
248b31d9-7ed7-4218-9aa1-63c3a294912b	9e7321e1-0c7e-4140-bb4c-f322d81be7ee.htseq.counts.gz	8e647ebc3e656241c9ed342f5eb80432	252543	validated
2c76067c-f690-4d7c-b5fd-69b9facb0d21	9c21f775-3dff-43de-9a05-b25480cbe815.htseq.counts.gz	2a39d882bb761f14c0acd88f6d525414	253173	validated
2d219fde-dd85-4235-adb3-7c2c33c3b851	4938e83e-4ff0-4880-bc31-aa52e3a68ec2.htseq.counts.gz	97bc8b6c736850155d322286a44ee714	247846	validated
3239864d-91bf-4b8b-a1f7-4d57c32e0e49	1c3039f0-0cd5-4b16-bdbe-128bfbd63b86.htseq.counts.gz	bd81eefd11b37356212283bf0ec3a57a	254619	validated
35624e96-c5e2-4b5e-86ea-9302f3646371	8238188f-fb01-4f30-9f3f-6bec98625c63.htseq.counts.gz	fd1e513e1a8707b41fcc526c98a99375	256654	validated
3653dfea-049c-4ae8-8aca-cf6799797dd7	dc76cdde-f77f-4604-94c4-0b150b9a56b4.htseq.counts.gz	71bcd107585e69b96e909076cc9c1b61	249745	validated
36c9894a-2068-4b67-a81f-cfe42e7a938e	be066ad3-e17c-4adc-9f4b-4d5c33d4dfad.htseq.counts.gz	f523692aa64c3347984e768f9f433300	255913	validated
414b0acf-6dde-4a4a-9e34-ecc849905a33	989ceb12-2999-420a-a5b6-608012c1ef83.htseq.counts.gz	f0bf8de4710d4e5201ab3203b5873234	246071	validated
41f12b8a-5304-4cb2-8154-bbb163c8bffa	76b6b60a-1e99-455c-a531-726d43773d70.htseq.counts.gz	1c7ec4c26e76e7adc216aacc373f3877	257059	validated
46005efb-d3ab-4724-b997-8a0f51a17163	33ccace3-8a24-44e8-a101-15bd1e8467fe.htseq.counts.gz	fad86994dae500ab80d4f629cec5dc47	252835	validated
4d51c484-cfc6-4537-b51b-1876752c49af	ce0b61e5-ee68-4577-896c-aa3f2894fb36.htseq.counts.gz	85c782c4ec2999c535540ceb034d09da	255525	validated
584e549f-a46a-4650-8229-d12ba79edfeb	65a21b09-322b-47cf-86bf-88916094c4f7.htseq.counts.gz	9d1032b4b5dee2651fbf8b90f0bbd77e	246878	validated
5bfc07b4-30df-44eb-a05f-f85a46cfa825	83053f28-d761-4d5a-acd6-855cb22e46e2.htseq.counts.gz	1f75d32ce8e3f7fa0d778c7c8f6682ed	257154	validated
5e856178-7b94-4999-9e16-3f72af4fad2b	ae538e05-955a-4e79-b42d-85ae4fdb50c4.htseq.counts.gz	c7c89ba3eac68beb269d8b277c718853	255588	validated
69b9b1e8-2a19-48f6-ab01-fd5aa28e9ecd	bfd76989-9812-4065-9e07-22a1bc498018.htseq.counts.gz	6a8378b9fbb1c4a124d61d01cc086692	245068	validated
6b26c1e5-14f3-4a99-9f09-2f398cc2a7a5	7d77efb6-ce73-4e81-8cf3-957835f58334.htseq.counts.gz	91b42161b1e10c2e422b90a1cce2435f	254365	validated
6d2f339d-b966-42d7-8a50-84d939bbf1a1	c71da743-de94-46d0-9ec0-fed1574845b9.htseq.counts.gz	9376c7ffc9de60689e9e15ad7e71c53a	252286	validated
706514bc-d7ab-4b10-b140-56616b2b0bd3	9d7486ce-efb9-413f-80b1-e47971625875.htseq.counts.gz	09f2aaa850ab059174b47866fa21fd07	244768	validated
7353ad52-e10c-4712-a2b7-43d01ca1821c	2c9d9875-4237-410c-afc2-15d06a034d20.htseq.counts.gz	c36f7fdccea4923f70db8b2c141fec1b	246707	validated
7727bbb5-8d25-481d-bcd9-6af2f75058b5	0549c0d2-137d-4de8-8578-f043523b56c1.htseq.counts.gz	e6a008e00bbb73cc78370e849726141d	251394	validated
7a876e30-819d-48ef-88d3-71d7d193227c	98fcd5aa-3b1a-4980-a65f-c44a8c070101.htseq.counts.gz	928b64d248d4e066fd624f3ac7af81af	254913	validated
7d681677-05d5-472b-a969-5c6840e86ca3	4fb80022-8f80-4992-b1aa-0f678c941878.htseq.counts.gz	e27c28c805ab360d313ab8f3c10791b6	256402	validated
88e053e7-9f23-4fd1-8a6e-c1a13baafdc2	a2e1b373-9085-4f03-8238-c428d229624f.htseq.counts.gz	58247e1037d75199b02abf5a18d1e026	249418	validated
8dae6fc0-423e-4df3-8d72-cd15c4629c6f	2c90459c-9341-4555-bf34-0d6c179751f2.htseq.counts.gz	ace4334081c0b36b78d45ad9dab073ef	255238	validated
8feb88b4-35cb-45e8-9b43-095bc2cf1a5c	06acacc3-9eb0-4bd9-ad1c-0811eaf3b0da.htseq.counts.gz	b773cf922f26811e71657f353f6f4fa9	257443	validated
945660a9-42be-4a69-85e0-9ad225dede54	1866d49b-28fb-430d-a699-2e5033d0d74f.htseq.counts.gz	0247e1c672ad31de8639f788730197cb	254356	validated
94b166f1-20a3-4903-a18a-47497346635c	8377de42-868b-4748-bbe0-b66827e274bf.htseq.counts.gz	52e2edca892982cd533d3cd9c5322dab	256015	validated
95012386-f294-4b7b-b7de-d21e2eacbcb1	cf792f7f-a3ee-4544-b029-8c4e4da4f973.htseq.counts.gz	63c65e8414a7ab26a93a4293924cb083	245984	validated
994d3328-ddec-4af6-9e18-b2097b23da66	11180707-ca2c-4933-bb99-df496bffcafb.htseq.counts.gz	43796dd417347588b7de3a003425ddbd	250220	validated
995f6789-f7e2-487a-800c-6dbb36a35495	fee154e0-ff94-402d-91e3-6c3d458bee00.htseq.counts.gz	b917846e9d8aae0069b3f5273083aa12	252826	validated
9fd2c7b5-c166-442f-bace-fcc97604d7bc	cb537a4c-7b5c-493f-8dea-6fd0107e6c58.htseq.counts.gz	71cbe4051280cd4d43ed7899af7d6b41	259538	validated
a085eaf7-b0af-4c76-bdd3-7ab187ea0989	3107533c-054e-463c-b2bc-73ba71ed133a.htseq.counts.gz	6be44271d5bedaa96778056a630dab2c	250618	validated
a12b2c09-109d-4e12-87f0-cc48a18d082a	47caf079-95ad-4c12-b8cf-fb333f72900d.htseq.counts.gz	0ae985d22da0a617b49b27cecfc02db0	245701	validated
a281f9e9-4962-4b82-a6af-cc4acf07ef62	10e453a6-8c30-456c-9a8a-f1195b6122f4.htseq.counts.gz	9f541b99b80d1ad323e1d234818d02d3	258042	validated
adb2a033-cde6-4f81-9d29-22308b7d0abd	08c068ff-d5a6-468e-a9dc-3a5ff708ebef.htseq.counts.gz	479bceb604fc8bb8cb74cb874e3fe24f	251763	validated
ae6d4635-cd64-4d9c-98e5-e5bbf52ba991	447f0731-1dfc-4c5e-9641-43e2d0a2af43.htseq.counts.gz	59b2c17c59fb575ff1232768cb678ca7	250546	validated
b306307c-34a8-4b81-a381-f5bbf5b44cea	b375ca9f-6408-496f-83c9-469c74ccc7a2.htseq.counts.gz	f5a2a27b6216e1694be96ead6f8674be	255405	validated
b4776621-855c-47be-8484-b5f91f1585f9	186b83bd-ec3f-42b4-ba91-d86c9618d5e3.htseq.counts.gz	d014bc7a86f69161779e7f38f3b71d93	257642	validated
bf875f56-0d7b-4e5d-8f34-c67cb9428cfb	173d8cb8-d151-4766-b61c-7ecdf8af56ca.htseq.counts.gz	17f4901688ac9e053d84146926c52bc0	256023	validated
c07b6180-1785-4bf6-a881-faa169c66297	2ce7edaf-0a05-444a-ba19-a26ee1b74513.htseq.counts.gz	cb9f83fd54e895b3f0f57053d4ea3ad5	259275	validated
c2a2198e-46e3-46ac-84d7-152eb2803643	06b1bbf5-07e5-4a03-aea1-f7203bab2572.htseq.counts.gz	85ae69183e263164887631ab369574cd	255679	validated
c56b4ece-fc5c-4c53-a4f1-477537b33c8a	fde67178-6278-4872-a2c4-cfa32f71fdbe.htseq.counts.gz	e01c06dc814b6c9744d2dbf1d21f8447	249910	validated
c787b215-c402-429d-a484-d9678ec2fcff	ae3d90f2-e69b-4711-8e09-368c732cdc23.htseq.counts.gz	2561258f7165ffcec44562edc0c9c525	246101	validated
c850a269-deeb-4e5b-96fb-e4436357cfe8	3b8a5a07-1e30-42f3-92ad-6bd4226f6c9f.htseq.counts.gz	cd56a23602b900706c4a86887ba254b1	256720	validated
d5a92f59-e156-431a-9375-7f142196fe09	fd917385-0e99-45cc-91a2-f6bd48c8019d.htseq.counts.gz	ab392227ddd3fa3b32f326af45a6abfd	254963	validated
d7e00e4f-e678-4a11-a083-7ea75961ed45	f822471e-0d7d-4bad-a42a-79dce03c366f.htseq.counts.gz	c951b7d04cec34eec082bbc9cbe21bc7	250677	validated
d81e44c8-95a4-45a8-b68d-6e375020ba01	87d1452e-8ec6-4c75-a03b-361738c728c0.htseq.counts.gz	dc0b6954f184ba721c49d1a654e16f1f	247504	validated
dbffc3f2-58ed-4d24-b07e-b2796059c980	8158a767-89ce-4bf8-82fd-edfd3e54038e.htseq.counts.gz	2c11c91ca961c58f91e3b50d5d8ed2e0	249527	validated
e5f8bd35-4299-4d56-89d2-b9dc8ff21dda	18860abf-6fac-490b-8bf2-b906ac1422a4.htseq.counts.gz	2b4e24688040d8b3f67c77a3459c3380	258907	validated
ee39012a-949e-456a-9d58-c967e97c7d9a	65bd36a3-b961-49ef-a73c-7f347a918393.htseq.counts.gz	956d3fcc62b0b622e13ae109d4d3c854	260166	validated
eedd51b0-54fe-4059-8586-b26777043d42	8458d0dd-5bc6-42e7-a60d-2953cec4ac9d.htseq.counts.gz	089ba6bd68aaefaeffb4d447f63fb15f	254348	validated
f454b333-e1bc-4934-b519-14015a9c2816	feb99183-103f-4ca1-b61a-b88227826952.htseq.counts.gz	588bab14b169fa206623f27205486111	254295	validated
fae04d12-be1b-4604-9d65-ed82521da937	6095fc44-4542-4435-8e6b-dba09b3f7f92.htseq.counts.gz	b2b28284efd728674b1bab33eddf50a4	254662	validated
fb34698a-954b-4f8b-ab71-93818142eb61	e3b11f64-075b-49d2-8d18-85afab1cff82.htseq.counts.gz	5a50f360bd03dad563d82f90feeb0116	255924	validated
fbfa116d-eea9-424a-90e3-725a3b8b3d0a	344d2093-8816-4f3b-a38c-cfc7ae7cd6ba.htseq.counts.gz	405e2dd05a3d27d3585bbd4e93044fb1	257051	validated
fc89fed4-129d-4a09-ab35-bb5600a13861	bdd19fdc-232a-4d2a-9574-91eaf87d9abf.htseq.counts.gz	4cefb048a7c9a163780b79f387824078	255725	validated
ffdf38f8-864c-4354-bcb3-83617bbbcff5	eef74b1b-b56d-4c1e-8524-952542b64eb0.htseq.counts.gz	e04083bb84f83d9fa322ebb2fbb94706	255221	validated
